Symbol,action,shares,price,commission,date
NCB,buy,1,1,1,10/22/2018
NCA,buy,1,1,1,10/22/2018
NAC,buy,1,1,1,10/22/2018
NTC,buy,1,1,1,10/22/2018
JCE,buy,1,1,1,10/22/2018
JCO,buy,1,1,1,10/22/2018
JQC,buy,1,1,1,10/22/2018
JDD,buy,1,1,1,10/22/2018
DIAX,buy,1,1,1,10/22/2018
JEMD,buy,1,1,1,10/22/2018
JMF,buy,1,1,1,10/22/2018
NEV,buy,1,1,1,10/22/2018
JFR,buy,1,1,1,10/22/2018
JRO,buy,1,1,1,10/22/2018
NKG,buy,1,1,1,10/22/2018
JGH,buy,1,1,1,10/22/2018
JHA,buy,1,1,1,10/22/2018
JHY,buy,1,1,1,10/22/2018
JHD,buy,1,1,1,10/22/2018
JHB,buy,1,1,1,10/22/2018
NXC,buy,1,1,1,10/22/2018
NXN,buy,1,1,1,10/22/2018
NID,buy,1,1,1,10/22/2018
NMY,buy,1,1,1,10/22/2018
NMT,buy,1,1,1,10/22/2018
NUM,buy,1,1,1,10/22/2018
NMS,buy,1,1,1,10/22/2018
NOM,buy,1,1,1,10/22/2018
JLS,buy,1,1,1,10/22/2018
JMM,buy,1,1,1,10/22/2018
NHA,buy,1,1,1,10/22/2018
NZF,buy,1,1,1,10/22/2018
NMZ,buy,1,1,1,10/22/2018
NMI,buy,1,1,1,10/22/2018
NJV,buy,1,1,1,10/22/2018
NXJ,buy,1,1,1,10/22/2018
NRK,buy,1,1,1,10/22/2018
NYV,buy,1,1,1,10/22/2018
NNY,buy,1,1,1,10/22/2018
NAN,buy,1,1,1,10/22/2018
NNC,buy,1,1,1,10/22/2018
NUO,buy,1,1,1,10/22/2018
NPN,buy,1,1,1,10/22/2018
NQP,buy,1,1,1,10/22/2018
JPC,buy,1,1,1,10/22/2018
JPS,buy,1,1,1,10/22/2018
JPT,buy,1,1,1,10/22/2018
JPI,buy,1,1,1,10/22/2018
NAD,buy,1,1,1,10/22/2018
JRI,buy,1,1,1,10/22/2018
JRS,buy,1,1,1,10/22/2018
BXMX,buy,1,1,1,10/22/2018
SPXX,buy,1,1,1,10/22/2018
NIM,buy,1,1,1,10/22/2018
NXP,buy,1,1,1,10/22/2018
NXQ,buy,1,1,1,10/22/2018
NXR,buy,1,1,1,10/22/2018
NSL,buy,1,1,1,10/22/2018
JSD,buy,1,1,1,10/22/2018
JTD,buy,1,1,1,10/22/2018
JTA,buy,1,1,1,10/22/2018
NTX,buy,1,1,1,10/22/2018
NPV,buy,1,1,1,10/22/2018
NIQ,buy,1,1,1,10/22/2018
JMT,buy,1,1,1,10/22/2018
NVT,buy,1,1,1,10/22/2018
NVR,buy,1,1,1,10/22/2018
OAK,buy,1,1,1,10/22/2018
OAK^A,buy,1,1,1,10/22/2018
OAK^B,buy,1,1,1,10/22/2018
OSLE,buy,1,1,1,10/22/2018
OMP,buy,1,1,1,10/22/2018
OAS,buy,1,1,1,10/22/2018
OBE,buy,1,1,1,10/22/2018
OXY,buy,1,1,1,10/22/2018
OII,buy,1,1,1,10/22/2018
OZM,buy,1,1,1,10/22/2018
OCN,buy,1,1,1,10/22/2018
OFG,buy,1,1,1,10/22/2018
OFG^A,buy,1,1,1,10/22/2018
OFG^B,buy,1,1,1,10/22/2018
OFG^D,buy,1,1,1,10/22/2018
OGE,buy,1,1,1,10/22/2018
OIBR.C,buy,1,1,1,10/22/2018
OIS,buy,1,1,1,10/22/2018
ODC,buy,1,1,1,10/22/2018
ORI,buy,1,1,1,10/22/2018
OLN,buy,1,1,1,10/22/2018
OHI,buy,1,1,1,10/22/2018
OMC,buy,1,1,1,10/22/2018
OMN,buy,1,1,1,10/22/2018
ONDK,buy,1,1,1,10/22/2018
OGS,buy,1,1,1,10/22/2018
OLP,buy,1,1,1,10/22/2018
OMAD,buy,1,1,1,10/22/2018
OMAD.U,buy,1,1,1,10/22/2018
OMAD.WS,buy,1,1,1,10/22/2018
OMF,buy,1,1,1,10/22/2018
OKE,buy,1,1,1,10/22/2018
ONE,buy,1,1,1,10/22/2018
OOMA,buy,1,1,1,10/22/2018
OPY,buy,1,1,1,10/22/2018
ORCL,buy,1,1,1,10/22/2018
ORAN,buy,1,1,1,10/22/2018
ORC,buy,1,1,1,10/22/2018
OEC,buy,1,1,1,10/22/2018
ORN,buy,1,1,1,10/22/2018
IX,buy,1,1,1,10/22/2018
ORA,buy,1,1,1,10/22/2018
OSK,buy,1,1,1,10/22/2018
OR,buy,1,1,1,10/22/2018
OUT,buy,1,1,1,10/22/2018
OSG,buy,1,1,1,10/22/2018
OMI,buy,1,1,1,10/22/2018
OC,buy,1,1,1,10/22/2018
OI,buy,1,1,1,10/22/2018
OXM,buy,1,1,1,10/22/2018
ROYT,buy,1,1,1,10/22/2018
PCG,buy,1,1,1,10/22/2018
PKG,buy,1,1,1,10/22/2018
PAGS,buy,1,1,1,10/22/2018
PANW,buy,1,1,1,10/22/2018
PAM,buy,1,1,1,10/22/2018
P,buy,1,1,1,10/22/2018
PHX,buy,1,1,1,10/22/2018
PARR,buy,1,1,1,10/22/2018
PAR,buy,1,1,1,10/22/2018
PGRE,buy,1,1,1,10/22/2018
PKE,buy,1,1,1,10/22/2018
PK,buy,1,1,1,10/22/2018
PKD,buy,1,1,1,10/22/2018
PH,buy,1,1,1,10/22/2018
PE,buy,1,1,1,10/22/2018
PRE^F,buy,1,1,1,10/22/2018
PRE^G,buy,1,1,1,10/22/2018
PRE^H,buy,1,1,1,10/22/2018
PRE^I,buy,1,1,1,10/22/2018
PRTY,buy,1,1,1,10/22/2018
PAYC,buy,1,1,1,10/22/2018
PBF,buy,1,1,1,10/22/2018
PBFX,buy,1,1,1,10/22/2018
BTU,buy,1,1,1,10/22/2018
PSO,buy,1,1,1,10/22/2018
PEB,buy,1,1,1,10/22/2018
PEB^C,buy,1,1,1,10/22/2018
PEB^D,buy,1,1,1,10/22/2018
PBA,buy,1,1,1,10/22/2018
PEI,buy,1,1,1,10/22/2018
PEI^B,buy,1,1,1,10/22/2018
PEI^C,buy,1,1,1,10/22/2018
PEI^D,buy,1,1,1,10/22/2018
PFSI,buy,1,1,1,10/22/2018
PMT,buy,1,1,1,10/22/2018
PMT^A,buy,1,1,1,10/22/2018
PMT^B,buy,1,1,1,10/22/2018
PAG,buy,1,1,1,10/22/2018
PNR,buy,1,1,1,10/22/2018
PEN,buy,1,1,1,10/22/2018
PFGC,buy,1,1,1,10/22/2018
PKI,buy,1,1,1,10/22/2018
PBT,buy,1,1,1,10/22/2018
PVL,buy,1,1,1,10/22/2018
PRT,buy,1,1,1,10/22/2018
PRGO,buy,1,1,1,10/22/2018
PRSP,buy,1,1,1,10/22/2018
PTR,buy,1,1,1,10/22/2018
PBR,buy,1,1,1,10/22/2018
PBR.A,buy,1,1,1,10/22/2018
PFE,buy,1,1,1,10/22/2018
GHY,buy,1,1,1,10/22/2018
ISD,buy,1,1,1,10/22/2018
PGTI,buy,1,1,1,10/22/2018
PM,buy,1,1,1,10/22/2018
PSX,buy,1,1,1,10/22/2018
PSXP,buy,1,1,1,10/22/2018
FENG,buy,1,1,1,10/22/2018
DOC,buy,1,1,1,10/22/2018
PDM,buy,1,1,1,10/22/2018
PIR,buy,1,1,1,10/22/2018
PCQ,buy,1,1,1,10/22/2018
PCK,buy,1,1,1,10/22/2018
PZC,buy,1,1,1,10/22/2018
PCM,buy,1,1,1,10/22/2018
PTY,buy,1,1,1,10/22/2018
PCN,buy,1,1,1,10/22/2018
PCI,buy,1,1,1,10/22/2018
PDI,buy,1,1,1,10/22/2018
PGP,buy,1,1,1,10/22/2018
PHK,buy,1,1,1,10/22/2018
PKO,buy,1,1,1,10/22/2018
PFL,buy,1,1,1,10/22/2018
PFN,buy,1,1,1,10/22/2018
PMF,buy,1,1,1,10/22/2018
PML,buy,1,1,1,10/22/2018
PMX,buy,1,1,1,10/22/2018
PNF,buy,1,1,1,10/22/2018
PNI,buy,1,1,1,10/22/2018
PYN,buy,1,1,1,10/22/2018
RCS,buy,1,1,1,10/22/2018
PF,buy,1,1,1,10/22/2018
PNW,buy,1,1,1,10/22/2018
PES,buy,1,1,1,10/22/2018
PHD,buy,1,1,1,10/22/2018
PHT,buy,1,1,1,10/22/2018
MAV,buy,1,1,1,10/22/2018
MHI,buy,1,1,1,10/22/2018
PXD,buy,1,1,1,10/22/2018
PJC,buy,1,1,1,10/22/2018
PBI,buy,1,1,1,10/22/2018
PBI^B,buy,1,1,1,10/22/2018
PVTL,buy,1,1,1,10/22/2018
PJT,buy,1,1,1,10/22/2018
PAA,buy,1,1,1,10/22/2018
PAGP,buy,1,1,1,10/22/2018
PLNT,buy,1,1,1,10/22/2018
PLT,buy,1,1,1,10/22/2018
PAH,buy,1,1,1,10/22/2018
AGS,buy,1,1,1,10/22/2018
PHI,buy,1,1,1,10/22/2018
PNC,buy,1,1,1,10/22/2018
PNC.WS,buy,1,1,1,10/22/2018
PNC^P,buy,1,1,1,10/22/2018
PNC^Q,buy,1,1,1,10/22/2018
PNM,buy,1,1,1,10/22/2018
PII,buy,1,1,1,10/22/2018
POL,buy,1,1,1,10/22/2018
POR,buy,1,1,1,10/22/2018
PKX,buy,1,1,1,10/22/2018
POST,buy,1,1,1,10/22/2018
PPDF,buy,1,1,1,10/22/2018
PPG,buy,1,1,1,10/22/2018
PPX,buy,1,1,1,10/22/2018
PPL,buy,1,1,1,10/22/2018
PYS,buy,1,1,1,10/22/2018
PYT,buy,1,1,1,10/22/2018
PQG,buy,1,1,1,10/22/2018
PX,buy,1,1,1,10/22/2018
PDS,buy,1,1,1,10/22/2018
APTS,buy,1,1,1,10/22/2018
PBH,buy,1,1,1,10/22/2018
PVG,buy,1,1,1,10/22/2018
PRI,buy,1,1,1,10/22/2018
PGZ,buy,1,1,1,10/22/2018
PRIF^A,buy,1,1,1,10/22/2018
PRA,buy,1,1,1,10/22/2018
PG,buy,1,1,1,10/22/2018
PGR,buy,1,1,1,10/22/2018
PLD,buy,1,1,1,10/22/2018
PUMP,buy,1,1,1,10/22/2018
PRO,buy,1,1,1,10/22/2018
PBB,buy,1,1,1,10/22/2018
PBY,buy,1,1,1,10/22/2018
PB,buy,1,1,1,10/22/2018
PRLB,buy,1,1,1,10/22/2018
PFS,buy,1,1,1,10/22/2018
PJH,buy,1,1,1,10/22/2018
PRH,buy,1,1,1,10/22/2018
PRS,buy,1,1,1,10/22/2018
PRU,buy,1,1,1,10/22/2018
PUK,buy,1,1,1,10/22/2018
PUK^,buy,1,1,1,10/22/2018
PUK^A,buy,1,1,1,10/22/2018
PSB,buy,1,1,1,10/22/2018
PSB^U,buy,1,1,1,10/22/2018
PSB^V,buy,1,1,1,10/22/2018
PSB^W,buy,1,1,1,10/22/2018
PSB^X,buy,1,1,1,10/22/2018
PSB^Y,buy,1,1,1,10/22/2018
TLK,buy,1,1,1,10/22/2018
PEG,buy,1,1,1,10/22/2018
PSA,buy,1,1,1,10/22/2018
PSA^A,buy,1,1,1,10/22/2018
PSA^B,buy,1,1,1,10/22/2018
PSA^C,buy,1,1,1,10/22/2018
PSA^D,buy,1,1,1,10/22/2018
PSA^E,buy,1,1,1,10/22/2018
PSA^F,buy,1,1,1,10/22/2018
PSA^G,buy,1,1,1,10/22/2018
PSA^U,buy,1,1,1,10/22/2018
PSA^V,buy,1,1,1,10/22/2018
PSA^W,buy,1,1,1,10/22/2018
PSA^X,buy,1,1,1,10/22/2018
PSA^Y,buy,1,1,1,10/22/2018
PSA^Z,buy,1,1,1,10/22/2018
PHM,buy,1,1,1,10/22/2018
PSTG,buy,1,1,1,10/22/2018
PMM,buy,1,1,1,10/22/2018
PIM,buy,1,1,1,10/22/2018
PMO,buy,1,1,1,10/22/2018
PPT,buy,1,1,1,10/22/2018
NEW,buy,1,1,1,10/22/2018
PVH,buy,1,1,1,10/22/2018
PYX,buy,1,1,1,10/22/2018
PZN,buy,1,1,1,10/22/2018
QTWO,buy,1,1,1,10/22/2018
QEP,buy,1,1,1,10/22/2018
QGEN,buy,1,1,1,10/22/2018
QTS,buy,1,1,1,10/22/2018
QTS^A,buy,1,1,1,10/22/2018
QTS^B,buy,1,1,1,10/22/2018
QUAD,buy,1,1,1,10/22/2018
KWR,buy,1,1,1,10/22/2018
NX,buy,1,1,1,10/22/2018
PWR,buy,1,1,1,10/22/2018
QTM,buy,1,1,1,10/22/2018
QD,buy,1,1,1,10/22/2018
DGX,buy,1,1,1,10/22/2018
QES,buy,1,1,1,10/22/2018
QHC,buy,1,1,1,10/22/2018
QUOT,buy,1,1,1,10/22/2018
QVCD,buy,1,1,1,10/22/2018
CTAA,buy,1,1,1,10/22/2018
CTBB,buy,1,1,1,10/22/2018
CTDD,buy,1,1,1,10/22/2018
CTV,buy,1,1,1,10/22/2018
CTY,buy,1,1,1,10/22/2018
CTZ,buy,1,1,1,10/22/2018
RRD,buy,1,1,1,10/22/2018
RMED,buy,1,1,1,10/22/2018
RDN,buy,1,1,1,10/22/2018
RL,buy,1,1,1,10/22/2018
RPT,buy,1,1,1,10/22/2018
RPT^D,buy,1,1,1,10/22/2018
RRC,buy,1,1,1,10/22/2018
RNGR,buy,1,1,1,10/22/2018
RJF,buy,1,1,1,10/22/2018
RYAM,buy,1,1,1,10/22/2018
RYAM^A,buy,1,1,1,10/22/2018
RYN,buy,1,1,1,10/22/2018
RTN,buy,1,1,1,10/22/2018
RMAX,buy,1,1,1,10/22/2018
RC,buy,1,1,1,10/22/2018
RCA,buy,1,1,1,10/22/2018
RCP,buy,1,1,1,10/22/2018
RLGY,buy,1,1,1,10/22/2018
O,buy,1,1,1,10/22/2018
RHT,buy,1,1,1,10/22/2018
RLH,buy,1,1,1,10/22/2018
RWT,buy,1,1,1,10/22/2018
RBC,buy,1,1,1,10/22/2018
RWGE,buy,1,1,1,10/22/2018
RWGE.U,buy,1,1,1,10/22/2018
RWGE.WS,buy,1,1,1,10/22/2018
REG,buy,1,1,1,10/22/2018
RM,buy,1,1,1,10/22/2018
RF,buy,1,1,1,10/22/2018
RF^A,buy,1,1,1,10/22/2018
RF^B,buy,1,1,1,10/22/2018
RGS,buy,1,1,1,10/22/2018
RGA,buy,1,1,1,10/22/2018
RZA,buy,1,1,1,10/22/2018
RZB,buy,1,1,1,10/22/2018
RS,buy,1,1,1,10/22/2018
RELX,buy,1,1,1,10/22/2018
RNR,buy,1,1,1,10/22/2018
RNR^C,buy,1,1,1,10/22/2018
RNR^E,buy,1,1,1,10/22/2018
RNR^F,buy,1,1,1,10/22/2018
SOL,buy,1,1,1,10/22/2018
RENN,buy,1,1,1,10/22/2018
RSG,buy,1,1,1,10/22/2018
REZI$,buy,1,1,1,10/22/2018
RMD,buy,1,1,1,10/22/2018
REN           ,buy,1,1,1,10/22/2018
RFP,buy,1,1,1,10/22/2018
QSR,buy,1,1,1,10/22/2018
RPAI,buy,1,1,1,10/22/2018
RVI,buy,1,1,1,10/22/2018
REVG,buy,1,1,1,10/22/2018
REV,buy,1,1,1,10/22/2018
REX,buy,1,1,1,10/22/2018
REXR,buy,1,1,1,10/22/2018
REXR^A,buy,1,1,1,10/22/2018
REXR^B,buy,1,1,1,10/22/2018
RXN,buy,1,1,1,10/22/2018
RXN^A,buy,1,1,1,10/22/2018
RH,buy,1,1,1,10/22/2018
RNG,buy,1,1,1,10/22/2018
RIO,buy,1,1,1,10/22/2018
RBA,buy,1,1,1,10/22/2018
RAD,buy,1,1,1,10/22/2018
RMPL^,buy,1,1,1,10/22/2018
RIV,buy,1,1,1,10/22/2018
RIV~,buy,1,1,1,10/22/2018
OPP,buy,1,1,1,10/22/2018
RLI,buy,1,1,1,10/22/2018
RLJ,buy,1,1,1,10/22/2018
RLJ^A,buy,1,1,1,10/22/2018
RRTS,buy,1,1,1,10/22/2018
RHI,buy,1,1,1,10/22/2018
ROK,buy,1,1,1,10/22/2018
COL,buy,1,1,1,10/22/2018
RCI,buy,1,1,1,10/22/2018
ROG,buy,1,1,1,10/22/2018
ROL,buy,1,1,1,10/22/2018
ROP,buy,1,1,1,10/22/2018
RST,buy,1,1,1,10/22/2018
RDC,buy,1,1,1,10/22/2018
RY,buy,1,1,1,10/22/2018
RY^T,buy,1,1,1,10/22/2018
RBS,buy,1,1,1,10/22/2018
RBS^S,buy,1,1,1,10/22/2018
RCL,buy,1,1,1,10/22/2018
RDS.A,buy,1,1,1,10/22/2018
RDS.B,buy,1,1,1,10/22/2018
RGT,buy,1,1,1,10/22/2018
RMT,buy,1,1,1,10/22/2018
RVT,buy,1,1,1,10/22/2018
RES,buy,1,1,1,10/22/2018
RPM,buy,1,1,1,10/22/2018
RTEC,buy,1,1,1,10/22/2018
RYB,buy,1,1,1,10/22/2018
R,buy,1,1,1,10/22/2018
RYI,buy,1,1,1,10/22/2018
RHP,buy,1,1,1,10/22/2018
SPGI,buy,1,1,1,10/22/2018
SBR,buy,1,1,1,10/22/2018
SB,buy,1,1,1,10/22/2018
SB^C,buy,1,1,1,10/22/2018
SB^D,buy,1,1,1,10/22/2018
SFE,buy,1,1,1,10/22/2018
SAFE,buy,1,1,1,10/22/2018
SAIL,buy,1,1,1,10/22/2018
CRM,buy,1,1,1,10/22/2018
SMM,buy,1,1,1,10/22/2018
SBH,buy,1,1,1,10/22/2018
SJT,buy,1,1,1,10/22/2018
SN,buy,1,1,1,10/22/2018
SD,buy,1,1,1,10/22/2018
SDT,buy,1,1,1,10/22/2018
SDR,buy,1,1,1,10/22/2018
PER,buy,1,1,1,10/22/2018
SNY,buy,1,1,1,10/22/2018
SC,buy,1,1,1,10/22/2018
SAP,buy,1,1,1,10/22/2018
SAB,buy,1,1,1,10/22/2018
SAF,buy,1,1,1,10/22/2018
SAR,buy,1,1,1,10/22/2018
SSL,buy,1,1,1,10/22/2018
BFS,buy,1,1,1,10/22/2018
BFS^C,buy,1,1,1,10/22/2018
BFS^D,buy,1,1,1,10/22/2018
SCG,buy,1,1,1,10/22/2018
SLB,buy,1,1,1,10/22/2018
SNDR,buy,1,1,1,10/22/2018
SWM,buy,1,1,1,10/22/2018
SAIC,buy,1,1,1,10/22/2018
SALT,buy,1,1,1,10/22/2018
SLTB,buy,1,1,1,10/22/2018
SBBC,buy,1,1,1,10/22/2018
SBNA,buy,1,1,1,10/22/2018
STNG,buy,1,1,1,10/22/2018
SMG,buy,1,1,1,10/22/2018
KMM,buy,1,1,1,10/22/2018
KTF,buy,1,1,1,10/22/2018
KST,buy,1,1,1,10/22/2018
KSM,buy,1,1,1,10/22/2018
SE,buy,1,1,1,10/22/2018
SA,buy,1,1,1,10/22/2018
CKH,buy,1,1,1,10/22/2018
SMHI,buy,1,1,1,10/22/2018
SDRL,buy,1,1,1,10/22/2018
SDLP,buy,1,1,1,10/22/2018
SEE,buy,1,1,1,10/22/2018
SSW,buy,1,1,1,10/22/2018
SSW^D,buy,1,1,1,10/22/2018
SSW^E,buy,1,1,1,10/22/2018
SSW^G,buy,1,1,1,10/22/2018
SSW^H,buy,1,1,1,10/22/2018
SSW^I,buy,1,1,1,10/22/2018
SSWA,buy,1,1,1,10/22/2018
SSWN,buy,1,1,1,10/22/2018
SEAS,buy,1,1,1,10/22/2018
JBN,buy,1,1,1,10/22/2018
JBR,buy,1,1,1,10/22/2018
WTTR,buy,1,1,1,10/22/2018
SEM,buy,1,1,1,10/22/2018
SGZA,buy,1,1,1,10/22/2018
SEMG,buy,1,1,1,10/22/2018
SMI,buy,1,1,1,10/22/2018
SRE,buy,1,1,1,10/22/2018
SRE^A,buy,1,1,1,10/22/2018
SRE^B,buy,1,1,1,10/22/2018
SEND,buy,1,1,1,10/22/2018
ST,buy,1,1,1,10/22/2018
SXT,buy,1,1,1,10/22/2018
SQNS,buy,1,1,1,10/22/2018
SRG,buy,1,1,1,10/22/2018
SRG^A,buy,1,1,1,10/22/2018
SCI,buy,1,1,1,10/22/2018
SERV,buy,1,1,1,10/22/2018
NOW,buy,1,1,1,10/22/2018
SHAK,buy,1,1,1,10/22/2018
SJR,buy,1,1,1,10/22/2018
SHLX,buy,1,1,1,10/22/2018
SHW,buy,1,1,1,10/22/2018
SHG,buy,1,1,1,10/22/2018
SFL,buy,1,1,1,10/22/2018
SHOP,buy,1,1,1,10/22/2018
SSTK,buy,1,1,1,10/22/2018
SBGL,buy,1,1,1,10/22/2018
SIG,buy,1,1,1,10/22/2018
SBOW,buy,1,1,1,10/22/2018
SPG,buy,1,1,1,10/22/2018
SPG^J,buy,1,1,1,10/22/2018
SSD,buy,1,1,1,10/22/2018
SHI,buy,1,1,1,10/22/2018
SITC,buy,1,1,1,10/22/2018
SITC^A,buy,1,1,1,10/22/2018
SITC^J,buy,1,1,1,10/22/2018
SITC^K,buy,1,1,1,10/22/2018
SITE,buy,1,1,1,10/22/2018
SIX,buy,1,1,1,10/22/2018
SJW,buy,1,1,1,10/22/2018
SKM,buy,1,1,1,10/22/2018
SKX,buy,1,1,1,10/22/2018
SKY,buy,1,1,1,10/22/2018
SLG,buy,1,1,1,10/22/2018
SLG^I,buy,1,1,1,10/22/2018
SM,buy,1,1,1,10/22/2018
SFS,buy,1,1,1,10/22/2018
SMAR,buy,1,1,1,10/22/2018
SNN,buy,1,1,1,10/22/2018
AOS,buy,1,1,1,10/22/2018
SNAP,buy,1,1,1,10/22/2018
SNA,buy,1,1,1,10/22/2018
IPOA,buy,1,1,1,10/22/2018
IPOA.U,buy,1,1,1,10/22/2018
IPOA.WS,buy,1,1,1,10/22/2018
SQM,buy,1,1,1,10/22/2018
SOGO,buy,1,1,1,10/22/2018
SOI,buy,1,1,1,10/22/2018
SWI,buy,1,1,1,10/22/2018
SAH,buy,1,1,1,10/22/2018
SON,buy,1,1,1,10/22/2018
SNE,buy,1,1,1,10/22/2018
BID,buy,1,1,1,10/22/2018
SOR,buy,1,1,1,10/22/2018
SJI,buy,1,1,1,10/22/2018
SJIU,buy,1,1,1,10/22/2018
SXE,buy,1,1,1,10/22/2018
SCE^G,buy,1,1,1,10/22/2018
SCE^H,buy,1,1,1,10/22/2018
SCE^J,buy,1,1,1,10/22/2018
SCE^K,buy,1,1,1,10/22/2018
SCE^L,buy,1,1,1,10/22/2018
SO,buy,1,1,1,10/22/2018
SOJA,buy,1,1,1,10/22/2018
SOJB,buy,1,1,1,10/22/2018
SOJC,buy,1,1,1,10/22/2018
SCCO,buy,1,1,1,10/22/2018
LUV,buy,1,1,1,10/22/2018
SWX,buy,1,1,1,10/22/2018
SWN,buy,1,1,1,10/22/2018
SPAQ,buy,1,1,1,10/22/2018
SPAQ.U,buy,1,1,1,10/22/2018
SPAQ.WS,buy,1,1,1,10/22/2018
SPA,buy,1,1,1,10/22/2018
SPE,buy,1,1,1,10/22/2018
SPE^B,buy,1,1,1,10/22/2018
SEP,buy,1,1,1,10/22/2018
SPB           ,buy,1,1,1,10/22/2018
TRK,buy,1,1,1,10/22/2018
SR,buy,1,1,1,10/22/2018
SPR,buy,1,1,1,10/22/2018
SAVE,buy,1,1,1,10/22/2018
SMTA,buy,1,1,1,10/22/2018
SRC,buy,1,1,1,10/22/2018
SRC^A,buy,1,1,1,10/22/2018
SPOT,buy,1,1,1,10/22/2018
SRLP,buy,1,1,1,10/22/2018
S,buy,1,1,1,10/22/2018
SPXC,buy,1,1,1,10/22/2018
FLOW,buy,1,1,1,10/22/2018
SQ,buy,1,1,1,10/22/2018
JOE,buy,1,1,1,10/22/2018
STAG,buy,1,1,1,10/22/2018
STAG^C,buy,1,1,1,10/22/2018
SSI,buy,1,1,1,10/22/2018
SMP,buy,1,1,1,10/22/2018
SXI,buy,1,1,1,10/22/2018
SWJ,buy,1,1,1,10/22/2018
SWK,buy,1,1,1,10/22/2018
SWP,buy,1,1,1,10/22/2018
STN,buy,1,1,1,10/22/2018
SGU,buy,1,1,1,10/22/2018
SRT,buy,1,1,1,10/22/2018
STWD,buy,1,1,1,10/22/2018
STT,buy,1,1,1,10/22/2018
STT^C,buy,1,1,1,10/22/2018
STT^D,buy,1,1,1,10/22/2018
STT^E,buy,1,1,1,10/22/2018
STT^G,buy,1,1,1,10/22/2018
SPLP,buy,1,1,1,10/22/2018
SPLP^A,buy,1,1,1,10/22/2018
SCS,buy,1,1,1,10/22/2018
SCA,buy,1,1,1,10/22/2018
SCM,buy,1,1,1,10/22/2018
SCL,buy,1,1,1,10/22/2018
STE,buy,1,1,1,10/22/2018
STL,buy,1,1,1,10/22/2018
STL^A,buy,1,1,1,10/22/2018
STC,buy,1,1,1,10/22/2018
SF,buy,1,1,1,10/22/2018
SF^A,buy,1,1,1,10/22/2018
SFB,buy,1,1,1,10/22/2018
STM,buy,1,1,1,10/22/2018
EDF,buy,1,1,1,10/22/2018
EDI,buy,1,1,1,10/22/2018
STON,buy,1,1,1,10/22/2018
SRI,buy,1,1,1,10/22/2018
STOR,buy,1,1,1,10/22/2018
GJH,buy,1,1,1,10/22/2018
GJO,buy,1,1,1,10/22/2018
GJS,buy,1,1,1,10/22/2018
SYK,buy,1,1,1,10/22/2018
MSC,buy,1,1,1,10/22/2018
RGR,buy,1,1,1,10/22/2018
SPH,buy,1,1,1,10/22/2018
SMFG,buy,1,1,1,10/22/2018
INN,buy,1,1,1,10/22/2018
INN^D,buy,1,1,1,10/22/2018
INN^E,buy,1,1,1,10/22/2018
SUM,buy,1,1,1,10/22/2018
SMLP,buy,1,1,1,10/22/2018
SUI,buy,1,1,1,10/22/2018
SLF,buy,1,1,1,10/22/2018
SXCP,buy,1,1,1,10/22/2018
SXC,buy,1,1,1,10/22/2018
SU,buy,1,1,1,10/22/2018
STG,buy,1,1,1,10/22/2018
SUN,buy,1,1,1,10/22/2018
SHO,buy,1,1,1,10/22/2018
SHO^E,buy,1,1,1,10/22/2018
SHO^F,buy,1,1,1,10/22/2018
STI,buy,1,1,1,10/22/2018
STI.WS.A,buy,1,1,1,10/22/2018
STI.WS.B,buy,1,1,1,10/22/2018
STI^A,buy,1,1,1,10/22/2018
SPN,buy,1,1,1,10/22/2018
SUP,buy,1,1,1,10/22/2018
SWZ,buy,1,1,1,10/22/2018
SWCH,buy,1,1,1,10/22/2018
SYF,buy,1,1,1,10/22/2018
SNX,buy,1,1,1,10/22/2018
SNV,buy,1,1,1,10/22/2018
SNV^D,buy,1,1,1,10/22/2018
GJP,buy,1,1,1,10/22/2018
GJR,buy,1,1,1,10/22/2018
GJT,buy,1,1,1,10/22/2018
GJV,buy,1,1,1,10/22/2018
SYY,buy,1,1,1,10/22/2018
SYX,buy,1,1,1,10/22/2018
DATA,buy,1,1,1,10/22/2018
TAHO,buy,1,1,1,10/22/2018
TLRD,buy,1,1,1,10/22/2018
TWN,buy,1,1,1,10/22/2018
TSM,buy,1,1,1,10/22/2018
TAL,buy,1,1,1,10/22/2018
TGE,buy,1,1,1,10/22/2018
TALO,buy,1,1,1,10/22/2018
SKT,buy,1,1,1,10/22/2018
TPR,buy,1,1,1,10/22/2018
NGLS^A,buy,1,1,1,10/22/2018
TRGP,buy,1,1,1,10/22/2018
TGT,buy,1,1,1,10/22/2018
TARO,buy,1,1,1,10/22/2018
TTM,buy,1,1,1,10/22/2018
TCO,buy,1,1,1,10/22/2018
TCO^J,buy,1,1,1,10/22/2018
TCO^K,buy,1,1,1,10/22/2018
TMHC,buy,1,1,1,10/22/2018
TCP,buy,1,1,1,10/22/2018
TCF,buy,1,1,1,10/22/2018
TCF.WS,buy,1,1,1,10/22/2018
TCF^D,buy,1,1,1,10/22/2018
TSI,buy,1,1,1,10/22/2018
TEL,buy,1,1,1,10/22/2018
TISI,buy,1,1,1,10/22/2018
FTI,buy,1,1,1,10/22/2018
TECK,buy,1,1,1,10/22/2018
TK,buy,1,1,1,10/22/2018
TGP,buy,1,1,1,10/22/2018
TGP^A,buy,1,1,1,10/22/2018
